index,text,true_label,pred_label,confidence,prob_class_0,prob_class_1
668,Bao bì:dep Mẹo:khong co Lợi ích:sach gau  Mình hay mua túi cho tiết kiệm nhưng lần này mình mua chai lớn. Tưởng được tặng quà nhưng không có quà gì cả. Vậy là ntn ạ?,0,1,0.9782119293130056,0.0217880706869944,0.9782119293130056
702,"Mua loại 200ml mà vẫn thấy nhỏ hơn so với tưởng tượng, giao hàng nhanh. Đóng hàng ok, nhưng ko thấy hộp đựng bao bì sản phẩm.",0,1,0.6002018580945655,0.3997981419054344,0.6002018580945655
917,Đóng gói ổn hơn mọi lần. Hộp vuông vắn ko bị móp méo. Mua hãng sữa này nhiều rồi mà mãi không thấy sale hic,0,1,0.7116803329416109,0.2883196670583892,0.7116803329416109
939,"Dùng được 1 tuần ngoi lên đánh giá, mình ở trong nhà thôi nên không test mồ hôi đc, thoa lên ráo",0,1,0.6189624758531278,0.3810375241468722,0.6189624758531278
968,Bị bục 1 bịch. Shop nên đóng chống sốc dày hơn.,0,1,0.86452750496742,0.13547249503258,0.86452750496742
979,Sữa nhà dùng gần như là của Dutch Lady... thay đổi bao bì sản phẩm thấy dễ nhầm lẫn với hãng khác. Mình vẫn thích hình cô gái vắt sữa bò cơ kkk,0,1,0.5044271089867974,0.4955728910132025,0.5044271089867974
984,"Shop giao hàng đúng mẫu, nhận hàng chất lượng không như quảng cáo. Giá cả ok",0,1,0.9194074668863028,0.0805925331136971,0.9194074668863028
1104,"chưa dùng thử, do tui không đọc kĩ cách mua nên không có quà đi kèm:(",0,1,0.9489283268720464,0.0510716731279536,0.9489283268720464
1146,"Son chính hãnh, chất lượn 3CE thì mọi người đều thấy rồi.  Màu này mình ko ưng lắm, hơi hồng quá đối với mình",0,1,0.7360135369254402,0.2639864630745597,0.7360135369254402
1196,Trong quá trình vận chuyển đảo lộn làm muỗng nằm ở đáy,0,1,0.877957987615671,0.1220420123843289,0.877957987615671
1229,Luôn tin tưởng hết mk vào shop này. Từ lúc bé 6thg đổi sang sữa này trv lắm các mom ạ. Kp cứ sữa đắt tiền là tốt đâu. Qtrong hợp với bé nhà mk,0,1,0.5020123840751434,0.4979876159248566,0.5020123840751434
1240,"Dùng hơn 1 tuần mới vào Shop đánh giá. Thật sự lúc đầu mình cũng nghĩ không nghĩ kem chấm mụn lại hiệu quả đến vậy. Hiệu quả nhanh, với những nốt mụn mới nổi chỉ bôi vài lần là xẹp. Kem không bết rít, nhanh khô. Nói chung rất hài lòng và sẽ mua tiếp",0,1,0.6728448744275868,0.3271551255724133,0.6728448744275868
1241,Hàng bị móp nhiều rách các góc của hộp nhưng may chưa đổ sữa. Giao hàng chắc hơi mạnh tay,0,1,0.9392757087795548,0.0607242912204452,0.9392757087795548
1322,"Dầu gội siêu thơm, lưu hương lâu. Về giảm gãy rụng thì mình sử dụng chưa đánh giá được. Quá trình vận chuyển có bị đổ ra chút",0,1,0.6324248188782735,0.3675751811217265,0.6324248188782735
1339,Shop nhiệt tình nhắn tin nhanh Gửi hàng cho mình cực sớm luôn Lần sau mình ghé lại,0,1,0.5058011138706385,0.4941988861293615,0.5058011138706385
1367,"Hk biết làm nên hư 1 cái, đã vậy còn dở tiếng anh nữa chớ, nhưng mà hàng đẹp",0,1,0.6610765125929734,0.3389234874070266,0.6610765125929734
1448,Tắm bao nhiêu loại rùi vẫn phải quay về mùi khổ qua này. Nó thơm thật sự mà lại trị mụn lưng nữa rất phù hợp với các loại da kể cả da nhạy cảm như mk,0,1,0.502136003190348,0.497863996809652,0.502136003190348
1502,"Review nhẹ một số dòng sữa con uống tăng cân tốt cho cm quan tâm - Grow đỏ: bé uống dễ tiêu hóa tuy nhiên bé nào uống hạp thì lên kg tốt, k hạp sữa thì k cải thiện nhiều - Dòng Meiji là sữa mát, sữa nội địa nhật,  không lo bón nhưng giá khá cao vs không phải bé nào uống cũng lên kg tốt - Friso: sữa dễ tiêu hóa, vị nhạt thanh gần như sữa mẹ, khá dễ uống, con uống output đẹp. Có thể dùng làm sữa chua hoặc làm bánh cho con đều oki cả - Oggi: sữa giúp bé tăng cân tốt, ko bón, lên tầm 5-6 lạng/tháng, có nhiều vị để thay đổi cho con,ngoài ra dòng này còn có cả sữa công thức pha sẵn có thể tùy khẩu vị để lựa chọn cho bé Muốn con lên cân thì ngoài sữa công thức thì chế độ ăn hàng ngày của bé cũng quan trọng không kém, bổ sung đầy đủ các nhóm chất là việc nên làm để con có thể tăng kg tốt hơn. Mẹ nào cần có thể tham khảo",0,1,0.617211869426354,0.3827881305736461,0.617211869426354
1515,"Giao hàng nhanh, giá rẻ mà nhận được thì ưng lắm, lần trước mua con y hệt mà đánh mất lên phải tìm mua lại thì nó giống 100% chất lượng ổn, mà bền lắm",0,1,0.7103254381497178,0.2896745618502823,0.7103254381497178
1549,"Bao bì/Mẫu mã:sữa tươi dutch lady Hương vị:không đường  Thùng sữa giao tới trong tình trạng còn nguyên vẹn, không bị móp méo hay bị ỉu. Thùng còn nguyên seal, không bị bong tróc nhờ đóng gói kỹ. Bảng thành phần sữa có nhiều chất, hương vị sữa thơm ngon dù là loại không đường. Phù hợp với trẻ nhỏ",0,1,0.5050432568836952,0.4949567431163047,0.5050432568836952
